id;user_id;film_id;rate;remote_film_id;name;budget;popularity;release_date;revenue;vote_average;vote_count;Action;Adventure;Animation;Comedy;Crime;Documentary;Drama;Family;Fantasy;History;Horror;Mystery;Romance;Science Fiction;TV Movie;Thriller;War;Western;Music
156;1019;137;1;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
157;1009;137;1;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
158;1432;137;5;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
159;1012;137;2;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
160;459;137;5;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
161;1413;137;4;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
162;1416;137;2;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
163;1423;137;5;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
164;1457;137;4;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
165;504;137;4;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
166;991;137;5;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
167;497;137;3;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
168;492;137;3;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
169;974;137;3;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
170;1449;137;4;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
171;960;137;5;13475;Star Trek;150000000;13.93;2009;385680446;7.4;5920;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
